Component_ID,Temperature,Voltage,Current,Power,Time
C0142,72.045,4.986,0.2062,1.0279,70
C0142,71.032,4.969,0.2062,1.0249,80
C0142,72.029,4.989,0.2058,1.0265,90
C0142,70.951,4.982,0.2044,1.0186,100
C0143,74.512,4.94,0.1964,0.9701,10
C0143,74.251,4.954,0.2045,1.0129,20
C0143,74.218,4.945,0.1973,0.9757,30
C0143,74.517,4.952,0.1963,0.9724,40
C0143,74.217,4.951,0.2044,1.0121,50
C0143,73.953,4.936,0.1989,0.9817,60
C0143,73.394,4.944,0.1999,0.9883,70
C0143,75.285,4.953,0.2048,1.0143,80
C0143,74.281,4.94,0.1998,0.9871,90
C0143,73.888,4.946,0.2025,1.0014,100
C0144,72.353,5.027,0.1891,0.9508,10
C0144,71.564,5.047,0.193,0.9739,20
C0144,71.557,5.016,0.1873,0.9393,30
C0144,72.262,5.032,0.1938,0.9752,40
C0144,72.475,5.039,0.1901,0.958,50
C0144,71.167,5.028,0.193,0.9705,60
C0144,71.97,5.035,0.1875,0.9441,70
C0144,71.383,5.028,0.19,0.9555,80
C0144,71.608,5.027,0.185,0.9302,90
C0144,72.673,5.027,0.1946,0.9782,100
C0145,70.598,5.044,0.1744,0.8798,10
C0145,70.863,5.051,0.1916,0.9677,20
C0145,71.343,5.03,0.1796,0.9033,30
C0145,71.256,5.042,0.1909,0.9623,40
C0145,71.752,5.04,0.1821,0.9177,50
C0145,72.978,5.046,0.1807,0.912,60
C0145,71.034,5.03,0.1738,0.8743,70
C0145,71.357,5.057,0.1769,0.8946,80
C0145,71.202,5.032,0.1855,0.9335,90
C0145,71.066,5.026,0.1795,0.9021,100
C0146,70.314,5.03,0.2103,1.0578,10
C0146,71.195,5.032,0.203,1.0212,20
C0146,70.801,5.026,0.1955,0.9826,30
C0146,71.98,5.033,0.2055,1.0343,40
C0146,70.72,5.024,0.2032,1.0207,50
C0146,69.795,5.054,0.199,1.0056,60
C0146,70.135,5.027,0.2091,1.0509,70
C0146,70.763,5.019,0.2089,1.0486,80
C0146,71.193,5.037,0.2068,1.0414,90
C0146,72.191,5.053,0.2012,1.0165,100
C0147,70.769,5.044,0.1912,0.9643,10
C0147,70.68,5.011,0.1906,0.9551,20
C0147,69.546,5.033,0.1966,0.9895,30
C0147,70.556,5.032,0.192,0.9659,40
C0147,71.134,5.03,0.1853,0.9322,50
C0147,71.253,5.025,0.1882,0.9456,60
C0147,70.426,5.01,0.1883,0.9432,70
C0147,70.775,5.031,0.1945,0.9785,80
C0147,70.691,5.022,0.193,0.9695,90
C0147,70.427,5.013,0.1902,0.9533,100
C0148,73.359,5.016,0.2021,1.014,10
C0148,74.221,4.996,0.2014,1.006,20
C0148,73.385,4.995,0.2046,1.0222,30
C0148,74.729,5.006,0.2028,1.0153,40
C0148,73.385,4.999,0.1935,0.9674,50
C0148,72.911,4.992,0.2076,1.0365,60
C0148,73.265,5.003,0.2044,1.0223,70
C0148,72.661,4.998,0.2011,1.0051,80
C0148,73.952,5.011,0.2018,1.0112,90
C0148,73.381,5.01,0.2016,1.0101,100
C0149,71.516,4.993,0.2006,1.0017,10
C0149,72.5,4.969,0.197,0.9791,20
C0149,70.974,4.977,0.2082,1.036,30
C0149,71.672,4.953,0.2007,0.9939,40
C0149,71.551,4.963,0.2044,1.0145,50
C0149,72.083,4.961,0.2043,1.0137,60
C0149,72.513,4.966,0.2025,1.0057,70
C0149,72.425,4.974,0.2021,1.0053,80
C0149,72.973,4.975,0.2002,0.9959,90
C0149,71.846,4.964,0.2045,1.0151,100
C0150,71.611,5.032,0.1962,0.9875,10
C0150,70.939,5.038,0.198,0.9978,20
C0150,72.431,5.022,0.1988,0.9985,30
C0150,70.748,5.022,0.1967,0.9879,40
C0150,71.148,5.06,0.196,0.9918,50
C0150,70.388,5.034,0.1884,0.9486,60
C0150,71.011,5.031,0.1999,1.0058,70
C0150,71.65,5.026,0.1961,0.9858,80
C0150,70.606,5.02,0.198,0.9938,90
C0150,70.302,5.027,0.1928,0.969,100
C0151,67.712,5.037,0.2133,1.0746,10
C0151,68.437,5.019,0.2164,1.0861,20
C0151,69.017,5.035,0.2099,1.0571,30
C0151,68.428,5.008,0.2115,1.0593,40
C0151,69.773,5.024,0.2063,1.0366,50
C0151,69.171,5.039,0.2101,1.0586,60
C0151,68.7,5.035,0.2118,1.0665,70
C0151,69.509,5.057,0.2056,1.0397,80
C0151,69.647,5.034,0.218,1.0973,90
C0151,69.344,5.033,0.2155,1.0845,100
C0152,71.1,4.997,0.2031,1.0148,10
C0152,71.417,5.006,0.1922,0.9624,20
C0152,73.17,4.998,0.1942,0.9708,30
C0152,71.658,5.015,0.1998,1.0018,40
C0152,72.493,5.014,0.1917,0.9612,50
C0152,71.255,5.012,0.2042,1.0235,60
C0152,70.57,5.021,0.1967,0.9874,70
C0152,71.911,5.008,0.1926,0.9644,80
C0152,71.859,5.015,0.1998,1.0022,90
C0152,71.401,5.003,0.1897,0.9491,100
C0153,72.954,5.014,0.1941,0.9732,10
C0153,71.549,5.015,0.1935,0.9705,20
C0153,72.224,5.026,0.1899,0.9544,30
C0153,71.28,5.012,0.1986,0.9956,40
C0153,72.638,5.012,0.2015,1.0098,50
C0153,72.07,5.024,0.1953,0.9815,60
C0153,71.943,5.014,0.1997,1.0014,70
C0153,72.681,5.03,0.1982,0.997,80
C0153,71.498,5.041,0.1983,0.9996,90
C0153,72.774,5.016,0.2012,1.0095,100
C0154,76.354,5.005,0.2123,1.0627,10
C0154,78.992,5.028,0.2314,1.1633,20
C0154,79.941,5.054,0.2325,1.1748,30
C0154,81.586,5.062,0.2389,1.2095,40
C0154,84.913,5.074,0.2552,1.295,50
C0154,85.265,5.097,0.2641,1.3458,60
C0154,88.557,5.117,0.2739,1.4015,70
C0154,87.704,5.121,0.2819,1.4435,80
C0154,90.585,5.16,0.2917,1.5051,90
C0154,91.746,5.163,0.2989,1.5431,100
C0155,70.579,4.988,0.2014,1.0045,10
C0155,70.48,4.998,0.1988,0.9935,20
C0155,70.105,4.968,0.2074,1.0303,30
C0155,71.259,4.985,0.2012,1.003,40
C0155,69.938,4.983,0.204,1.0168,50
C0155,71.07,4.98,0.207,1.0307,60
C0155,70.34,4.979,0.2039,1.0153,70
C0155,70.725,4.996,0.2042,1.0202,80
C0155,69.801,4.996,0.2016,1.0075,90
C0155,70.68,4.986,0.2046,1.0202,100
C0156,71.638,4.944,0.2009,0.9934,10
C0156,71.967,4.935,0.2039,1.0059,20
C0156,70.29,4.931,0.193,0.9519,30
C0156,71.105,4.94,0.2007,0.9915,40
C0156,71.307,4.931,0.1995,0.9837,50
C0156,70.371,4.954,0.1991,0.9861,60
C0156,70.976,4.956,0.1953,0.9679,70
C0156,70.594,4.929,0.2,0.9858,80
C0156,71.529,4.947,0.2106,1.0417,90
C0156,69.92,4.946,0.198,0.9795,100
C0157,72.899,4.968,0.202,1.0033,10
C0157,72.75,4.958,0.2012,0.9974,20
C0157,73.216,4.964,0.2003,0.9943,30
C0157,74.296,4.957,0.2099,1.0402,40
C0157,72.104,4.972,0.2045,1.0168,50
C0157,72.612,4.97,0.2057,1.0225,60
C0157,72.502,4.959,0.1992,0.9879,70
C0157,73.173,4.955,0.2055,1.0184,80
C0157,73.345,4.97,0.2026,1.0069,90
C0157,73.535,4.964,0.2002,0.9935,100
C0158,71.149,4.984,0.2055,1.024,10
C0158,70.389,4.971,0.2023,1.0057,20
C0158,71.595,4.965,0.2107,1.0462,30
C0158,71.52,4.975,0.2096,1.043,40
C0158,72.153,4.977,0.2039,1.0149,50
C0158,70.51,4.97,0.2045,1.0166,60
C0158,71.639,4.974,0.2098,1.0433,70
C0158,71.207,4.977,0.2117,1.0538,80
C0158,71.78,4.976,0.2046,1.0182,90
C0158,71.194,4.969,0.2048,1.0178,100
C0159,72.24,5.043,0.21,1.059,10
C0159,72.262,5.018,0.2108,1.0578,20
C0159,72.927,5.009,0.2098,1.0508,30
C0159,72.23,5.014,0.1975,0.9905,40
C0159,72.161,5.023,0.2118,1.0638,50
C0159,72.897,5.017,0.207,1.0386,60
C0159,72.819,5.024,0.2031,1.0203,70
C0159,72.004,5.027,0.2071,1.041,80
C0159,72.147,4.997,0.2003,1.0008,90
C0159,72.695,5.002,0.2102,1.0513,100
C0160,73.635,4.933,0.2031,1.0019,10
C0160,73.324,4.924,0.21,1.0344,20
C0160,73.327,4.949,0.2077,1.0279,30
C0160,72.789,4.927,0.2034,1.002,40
C0160,72.238,4.944,0.2088,1.0323,50
C0160,73.874,4.93,0.2004,0.9882,60
C0160,73.264,4.937,0.2018,0.996,70
C0160,72.035,4.926,0.2054,1.0118,80
C0160,73.636,4.936,0.2085,1.0292,90
C0160,73.709,4.94,0.1999,0.9875,100
C0161,78.529,5.042,0.2105,1.0613,10
C0161,79.813,5.047,0.233,1.1758,20
C0161,81.009,5.068,0.2417,1.2248,30
C0161,83.937,5.093,0.256,1.3037,40
C0161,86.414,5.102,0.2595,1.3238,50
C0161,88.181,5.13,0.2658,1.3637,60
C0161,87.776,5.13,0.2881,1.4778,70
C0161,92.626,5.178,0.2803,1.4513,80
C0161,94.703,5.196,0.2948,1.5317,90
C0161,94.99,5.208,0.3094,1.6112,100
C0162,71.699,4.976,0.1999,0.9948,10
C0162,72.487,4.98,0.2026,1.0086,20
C0162,72.237,4.959,0.1998,0.9906,30
C0162,71.753,4.965,0.1983,0.9846,40
C0162,71.485,4.949,0.1971,0.9755,50
C0162,72.189,4.955,0.1999,0.9903,60
C0162,73.213,4.979,0.2064,1.0275,70
C0162,72.308,4.98,0.1969,0.9806,80
C0162,71.687,4.941,0.2045,1.0107,90
C0162,72.997,4.963,0.1988,0.9865,100
C0163,71.806,5.027,0.1986,0.9981,10
C0163,71.47,5.022,0.1992,1.0005,20
C0163,72.141,5.031,0.1948,0.9801,30
C0163,72.235,5.023,0.1976,0.9924,40
C0163,71.506,5.017,0.1956,0.9814,50
C0163,72.851,5.017,0.1977,0.9916,60
C0163,71.708,5.013,0.2012,1.0084,70
C0163,71.871,5.015,0.1935,0.9705,80
C0163,71.626,5.014,0.198,0.9927,90
C0163,73.533,5.01,0.1971,0.9875,100
C0164,69.638,5.014,0.2047,1.0261,10
C0164,70.644,5.011,0.2088,1.0464,20
C0164,69.655,5.017,0.216,1.0834,30
C0164,69.52,5.006,0.2085,1.0441,40
C0164,70.597,5.004,0.1963,0.9823,50
C0164,70.94,5.017,0.2006,1.0067,60
C0164,69.76,5.026,0.2134,1.0725,70
C0164,70.688,5.008,0.208,1.0414,80
C0164,70.046,5.021,0.2041,1.0249,90
C0164,69.641,5.02,0.2074,1.0413,100
C0165,71.406,5.0,0.2046,1.0232,10
C0165,70.461,5.007,0.2075,1.0392,20
C0165,71.145,5.0,0.2049,1.0245,30
C0165,71.512,5.015,0.2021,1.0137,40
C0165,69.981,5.019,0.2103,1.0554,50
C0165,72.184,4.972,0.2038,1.0133,60
C0165,71.134,4.996,0.2025,1.0117,70
C0165,71.324,5.012,0.2022,1.0136,80
C0165,70.741,5.001,0.199,0.9955,90
C0165,70.384,4.994,0.2012,1.0045,100
C0166,74.335,4.992,0.1929,0.9627,10
C0166,74.45,4.998,0.183,0.9149,20
C0166,74.073,5.008,0.1859,0.9312,30
C0166,74.005,5.003,0.1836,0.9185,40
C0166,73.93,4.981,0.1899,0.946,50
C0166,74.315,4.994,0.1936,0.967,60
C0166,74.188,4.992,0.1895,0.9457,70
C0166,74.374,5.006,0.1843,0.9227,80
C0166,74.406,4.999,0.1883,0.9412,90
C0166,72.993,4.998,0.1929,0.9641,100
C0167,71.408,4.955,0.193,0.9564,10
C0167,72.912,4.972,0.1972,0.9806,20
C0167,72.622,4.965,0.2003,0.9945,30
C0167,72.979,4.966,0.2026,1.0061,40
C0167,74.021,4.957,0.1995,0.989,50
C0167,74.705,4.972,0.1979,0.9839,60
C0167,72.818,4.974,0.2005,0.9971,70
C0167,72.104,4.969,0.1884,0.9359,80
C0167,72.726,4.96,0.1988,0.986,90
C0167,71.857,4.964,0.2013,0.9993,100
C0168,75.878,5.035,0.2296,1.1558,10
C0168,77.338,5.066,0.24,1.2156,20
C0168,80.682,5.083,0.2519,1.2806,30
C0168,82.014,5.09,0.2609,1.3282,40
C0168,83.319,5.128,0.2642,1.3548,50
C0168,86.651,5.16,0.2786,1.4374,60
C0168,87.616,5.176,0.2821,1.4605,70
C0168,88.55,5.15,0.3003,1.5466,80
C0168,90.756,5.192,0.3215,1.6693,90
C0168,93.053,5.204,0.3203,1.667,100
C0169,75.584,4.934,0.1901,0.9379,10
C0169,74.094,4.938,0.2006,0.9907,20
C0169,75.273,4.927,0.2005,0.9878,30
C0169,74.302,4.937,0.1997,0.9859,40
C0169,74.377,4.95,0.1926,0.9536,50
C0169,74.784,4.926,0.2068,1.0187,60
C0169,75.228,4.928,0.1983,0.9775,70
C0169,75.986,4.925,0.1924,0.9476,80
C0169,75.044,4.938,0.2021,0.9981,90
C0169,75.273,4.952,0.1926,0.9538,100
C0170,69.3,4.99,0.1933,0.9645,10
C0170,69.869,5.04,0.1865,0.9397,20
C0170,69.643,5.005,0.1914,0.958,30
C0170,69.914,5.017,0.1865,0.9357,40
C0170,69.367,4.993,0.1815,0.9064,50
C0170,69.885,5.008,0.1879,0.941,60
C0170,70.942,5.023,0.1891,0.9498,70
C0170,69.119,5.005,0.188,0.9411,80
C0170,69.802,5.004,0.1878,0.9398,90
C0170,69.964,5.004,0.1913,0.9571,100
C0171,71.021,5.045,0.1988,1.003,10
C0171,70.018,5.027,0.1973,0.9918,20
C0171,69.692,5.047,0.205,1.0346,30
C0171,69.126,5.032,0.2033,1.0232,40
C0171,68.947,5.044,0.203,1.0239,50
C0171,69.126,5.022,0.2083,1.0462,60
C0171,69.732,5.049,0.2102,1.0612,70
C0171,70.574,5.031,0.1939,0.9757,80
C0171,70.148,5.058,0.2038,1.0306,90
C0171,68.766,5.03,0.2032,1.022,100
C0172,70.656,5.049,0.1978,0.9988,10
C0172,70.597,5.048,0.1892,0.9551,20
C0172,70.832,5.031,0.1954,0.983,30
C0172,69.694,5.063,0.1934,0.9793,40
C0172,70.739,5.051,0.1858,0.9384,50
C0172,69.837,5.057,0.1935,0.9783,60
C0172,71.062,5.054,0.1889,0.9548,70
C0172,69.875,5.051,0.1835,0.9271,80
C0172,71.357,5.055,0.1977,0.9993,90
C0172,69.405,5.063,0.2017,1.0212,100
C0173,71.233,5.006,0.1977,0.9896,10
C0173,72.058,5.001,0.1933,0.9665,20
C0173,70.445,4.982,0.196,0.9762,30
C0173,71.556,4.987,0.2005,0.9999,40
C0173,71.159,4.996,0.1981,0.99,50
C0173,72.516,4.984,0.2065,1.0292,60
C0173,71.119,4.981,0.1968,0.9801,70
C0173,73.419,5.003,0.2001,1.001,80
C0173,71.952,4.986,0.199,0.9921,90
C0173,71.477,5.012,0.1972,0.9885,100
C0174,72.425,5.02,0.1959,0.9831,10
C0174,71.724,5.003,0.2014,1.0076,20
C0174,72.627,5.017,0.2013,1.0098,30
C0174,71.091,5.005,0.1951,0.9763,40
C0174,71.694,5.009,0.197,0.9871,50
C0174,71.616,5.003,0.197,0.9855,60
C0174,71.951,5.015,0.1995,1.0005,70
C0174,70.702,5.018,0.1902,0.9545,80
C0174,70.764,5.007,0.1911,0.957,90
C0174,71.104,5.011,0.1982,0.9934,100
C0175,69.025,4.972,0.2097,1.0426,10
C0175,69.221,5.003,0.212,1.0605,20
C0175,69.322,4.993,0.2083,1.0398,30
C0175,69.093,5.0,0.2023,1.0113,40
C0175,69.719,4.982,0.2076,1.0345,50
C0175,68.807,4.985,0.2086,1.04,60
C0175,68.89,4.977,0.2012,1.0011,70
C0175,68.704,4.978,0.2094,1.0425,80
C0175,70.316,4.977,0.2047,1.0189,90
C0175,68.71,4.985,0.2112,1.0526,100
C0176,74.414,5.025,0.2102,1.0562,10
C0176,72.843,5.029,0.2159,1.0856,20
C0176,72.286,5.02,0.2153,1.0806,30
C0176,73.705,5.025,0.2132,1.0712,40
C0176,73.297,5.044,0.21,1.0594,50
C0176,73.708,5.055,0.2121,1.0724,60
C0176,73.122,5.036,0.2083,1.0489,70
C0176,74.525,5.03,0.2087,1.0496,80
C0176,72.591,5.04,0.2132,1.0745,90
C0176,72.794,5.034,0.2037,1.0256,100
C0177,71.53,5.059,0.1965,0.9944,10
C0177,70.482,5.051,0.1916,0.9679,20
C0177,70.463,5.054,0.1977,0.9994,30
C0177,69.97,5.046,0.1884,0.9504,40
C0177,70.692,5.051,0.1945,0.9824,50
C0177,70.769,5.055,0.193,0.9757,60
C0177,70.896,5.059,0.1909,0.966,70
C0177,71.736,5.078,0.1942,0.9863,80
C0177,70.885,5.058,0.187,0.946,90
C0177,70.856,5.045,0.1935,0.976,100
C0178,71.231,5.063,0.1973,0.9988,10
C0178,70.151,5.075,0.1896,0.9623,20
C0178,70.786,5.06,0.1964,0.9938,30
C0178,70.408,5.076,0.1917,0.9732,40
C0178,70.842,5.072,0.1901,0.9639,50
C0178,71.037,5.085,0.19,0.9662,60
C0178,71.614,5.085,0.1898,0.9654,70
C0178,70.037,5.073,0.1909,0.9686,80
C0178,72.032,5.07,0.1899,0.9629,90
C0178,70.222,5.081,0.1908,0.9696,100
C0179,67.664,5.048,0.1917,0.9678,10
C0179,67.534,5.02,0.188,0.9441,20
C0179,68.271,5.03,0.1804,0.9075,30
C0179,67.321,5.031,0.1842,0.9265,40
C0179,67.412,5.03,0.1855,0.9329,50
C0179,66.862,5.031,0.1762,0.8864,60
C0179,67.817,5.015,0.1864,0.9351,70
C0179,66.963,5.017,0.1814,0.9103,80
C0179,68.778,5.042,0.1752,0.8833,90
C0179,66.946,5.031,0.1918,0.9651,100
C0180,69.554,5.048,0.1973,0.9961,10
C0180,70.142,5.033,0.2022,1.0178,20
C0180,70.578,5.042,0.2019,1.0179,30
C0180,69.946,5.022,0.2014,1.0114,40
C0180,68.964,5.027,0.1918,0.9644,50
C0180,70.306,5.026,0.1961,0.9857,60
C0180,70.26,5.018,0.2067,1.0373,70
C0180,71.712,5.017,0.2039,1.023,80
C0180,70.352,5.03,0.1973,0.9925,90
C0180,70.196,5.039,0.1981,0.998,100
C0181,70.688,5.006,0.1859,0.9307,10
C0181,72.097,5.017,0.1853,0.9297,20
C0181,69.514,5.021,0.1903,0.9557,30
C0181,70.224,5.016,0.1879,0.9427,40
C0181,71.823,5.01,0.1837,0.92,50
C0181,70.97,5.03,0.1913,0.9623,60
C0181,71.231,5.027,0.1777,0.8932,70
C0181,71.719,5.006,0.1942,0.9722,80
C0181,70.606,5.008,0.1894,0.9486,90
C0181,71.64,5.012,0.1886,0.9456,100
C0182,71.727,5.026,0.2029,1.0196,10
C0182,72.528,5.043,0.2063,1.0405,20
C0182,72.511,4.994,0.2107,1.0522,30
C0182,71.936,5.006,0.2038,1.0203,40
C0182,73.593,5.024,0.2045,1.0274,50
C0182,72.928,5.01,0.2057,1.0306,60
C0182,72.787,5.026,0.209,1.0504,70
C0182,73.039,5.012,0.2081,1.0431,80
C0182,72.688,5.005,0.2035,1.0187,90
C0182,72.794,5.025,0.2044,1.0272,100
C0183,70.987,5.021,0.2039,1.0237,10
C0183,69.89,5.019,0.203,1.0186,20
C0183,69.828,5.009,0.1945,0.9742,30
C0183,70.842,5.019,0.206,1.034,40
C0183,70.303,5.017,0.2042,1.0247,50
C0183,69.988,5.004,0.1974,0.9877,60
C0183,70.231,5.004,0.1976,0.9886,70
C0183,70.969,5.012,0.2015,1.0099,80
C0183,70.11,5.006,0.2014,1.0085,90
C0183,70.516,5.02,0.2055,1.0317,100
C0184,70.852,5.01,0.1953,0.9783,10
C0184,71.328,5.009,0.2031,1.0173,20
C0184,72.358,4.993,0.2041,1.0188,30
C0184,70.899,5.01,0.2002,1.0031,40
C0184,70.73,5.011,0.1983,0.9935,50
C0184,70.115,4.993,0.2027,1.0121,60
C0184,71.798,4.999,0.2055,1.0273,70
C0184,70.148,4.994,0.1991,0.9941,80
C0184,70.894,4.999,0.203,1.0147,90
C0184,70.696,4.999,0.2,1.0001,100
C0185,71.006,5.064,0.2049,1.0376,10
C0185,70.359,5.044,0.2019,1.0185,20
C0185,70.402,5.075,0.2057,1.0439,30
C0185,71.344,5.051,0.2,1.0101,40
C0185,70.174,5.037,0.21,1.0578,50
C0185,72.296,5.048,0.206,1.0401,60
C0185,71.656,5.06,0.1967,0.9954,70
C0185,70.267,5.066,0.1945,0.9852,80
C0185,71.263,5.051,0.2006,1.0129,90
C0185,71.541,5.047,0.204,1.0296,100
C0186,72.426,4.995,0.2124,1.0611,10
C0186,72.255,5.015,0.203,1.0183,20
C0186,71.903,4.994,0.2105,1.0514,30
C0186,72.973,4.995,0.2031,1.0144,40
C0186,72.717,5.002,0.201,1.0056,50
C0186,72.209,4.979,0.2061,1.0263,60
C0186,71.67,5.003,0.2093,1.0469,70
C0186,71.44,5.004,0.2031,1.016,80
C0186,72.41,4.987,0.2073,1.0339,90
C0186,72.514,5.0,0.2141,1.0707,100
C0187,73.839,4.969,0.2009,0.9984,10
C0187,73.832,4.965,0.2026,1.0062,20
C0187,75.038,4.974,0.1982,0.986,30
C0187,74.084,4.975,0.1997,0.9934,40
C0187,73.234,4.975,0.1953,0.9718,50
C0187,73.373,4.952,0.1979,0.9802,60
C0187,73.614,4.946,0.1973,0.976,70
C0187,73.929,4.968,0.1963,0.975,80
C0187,75.321,4.974,0.1968,0.9788,90
C0187,74.185,4.983,0.2026,1.0096,100
C0188,69.446,5.019,0.1838,0.9225,10
C0188,70.107,5.021,0.1967,0.9876,20
C0188,69.247,5.017,0.1868,0.9372,30
C0188,69.303,5.012,0.1968,0.9863,40
C0188,69.487,5.025,0.1913,0.9612,50
C0188,69.144,5.022,0.1952,0.9803,60
C0188,69.181,5.032,0.1894,0.9531,70
C0188,69.616,5.029,0.1902,0.9563,80
C0188,69.928,5.02,0.1933,0.9706,90
C0188,68.477,5.005,0.1953,0.9774,100
C0189,73.372,4.991,0.2007,1.0019,10
C0189,73.062,5.002,0.192,0.9603,20
C0189,72.993,5.026,0.1968,0.9891,30
C0189,72.408,5.013,0.205,1.0278,40
C0189,73.179,5.017,0.2026,1.0165,50
C0189,73.203,5.004,0.1907,0.9545,60
C0189,72.367,5.001,0.2004,1.0019,70
C0189,73.399,5.013,0.1927,0.9658,80
C0189,73.992,5.007,0.2001,1.0022,90
C0189,72.949,5.014,0.2,1.0027,100
C0190,77.381,5.02,0.2334,1.1714,10
C0190,78.788,5.022,0.2532,1.2715,20
C0190,78.659,5.051,0.255,1.2879,30
C0190,82.218,5.073,0.2709,1.3743,40
C0190,82.95,5.083,0.2765,1.4053,50
C0190,87.359,5.106,0.2926,1.4938,60
C0190,87.84,5.128,0.2926,1.5003,70
C0190,86.371,5.127,0.3075,1.5767,80
C0190,89.736,5.154,0.3167,1.6323,90
C0190,92.59,5.165,0.328,1.694,100
C0191,70.74,4.992,0.1918,0.9574,10
C0191,70.263,5.001,0.1988,0.9942,20
C0191,70.203,5.012,0.1941,0.9727,30
C0191,71.198,4.996,0.1949,0.974,40
C0191,70.312,4.97,0.1878,0.9333,50
C0191,70.697,5.005,0.187,0.9358,60
C0191,70.48,5.005,0.192,0.961,70
C0191,70.785,5.005,0.192,0.9612,80
C0191,70.041,5.01,0.194,0.972,90
C0191,69.518,5.002,0.1876,0.9381,100
C0192,70.391,4.976,0.2083,1.0367,10
C0192,70.615,5.006,0.2009,1.0057,20
C0192,70.025,4.994,0.2011,1.0043,30
C0192,69.846,5.006,0.1995,0.9986,40
C0192,69.449,5.005,0.1999,1.0006,50
C0192,70.188,4.974,0.2089,1.0391,60
C0192,69.779,4.992,0.2056,1.0264,70
C0192,70.806,4.991,0.1952,0.974,80
C0192,70.067,4.993,0.1988,0.9927,90
C0192,70.675,4.998,0.2058,1.0287,100
C0193,74.05,4.997,0.2028,1.0134,10
C0193,72.351,5.014,0.2002,1.004,20
C0193,72.716,4.986,0.1915,0.9547,30
C0193,73.035,4.994,0.206,1.029,40
C0193,73.936,4.998,0.1954,0.9768,50
C0193,73.195,4.988,0.1972,0.9834,60
C0193,73.479,4.993,0.1986,0.9917,70
C0193,73.287,4.997,0.1987,0.993,80
C0193,72.732,4.996,0.1995,0.9967,90
C0193,72.742,4.989,0.2024,1.0097,100
C0194,70.959,5.019,0.1935,0.9713,10
C0194,70.089,5.009,0.1939,0.9711,20
C0194,69.968,5.035,0.1874,0.9437,30
C0194,71.217,5.015,0.1937,0.9715,40
C0194,70.795,5.01,0.196,0.9818,50
C0194,68.671,5.009,0.1888,0.9458,60
C0194,69.543,5.014,0.1941,0.9731,70
C0194,70.717,5.019,0.1898,0.9528,80
C0194,70.517,5.018,0.1963,0.9848,90
C0194,70.761,5.017,0.1889,0.9478,100
C0195,72.048,4.973,0.2001,0.995,10
C0195,72.277,4.968,0.1948,0.9676,20
C0195,72.135,4.993,0.2,0.9984,30
C0195,72.192,4.979,0.2045,1.0182,40
C0195,73.277,4.974,0.2039,1.0142,50
C0195,72.667,4.993,0.1986,0.9916,60
C0195,73.427,4.974,0.1982,0.9859,70
C0195,73.445,4.961,0.1991,0.9876,80
C0195,72.479,4.992,0.2035,1.016,90
C0195,73.153,4.988,0.1994,0.9945,100
C0196,72.115,4.94,0.2107,1.0407,10
C0196,72.002,4.947,0.208,1.0291,20
C0196,71.686,4.916,0.2017,0.9915,30
C0196,72.204,4.933,0.2028,1.0004,40
C0196,70.859,4.959,0.2104,1.0434,50
C0196,70.956,4.943,0.201,0.9933,60
C0196,71.855,4.946,0.2069,1.0235,70
C0196,71.685,4.97,0.1996,0.992,80
C0196,70.46,4.937,0.1974,0.9747,90
C0196,70.59,4.931,0.2,0.9862,100
C0197,71.691,4.984,0.1954,0.9739,10
C0197,72.554,4.988,0.1953,0.9742,20
C0197,71.403,4.996,0.1958,0.978,30
C0197,72.355,5.001,0.1997,0.9989,40
C0197,72.575,4.985,0.1961,0.9774,50
C0197,72.451,4.989,0.2029,1.0125,60
C0197,73.791,4.988,0.1875,0.9352,70
C0197,71.736,5.003,0.199,0.9955,80
C0197,72.562,4.983,0.1913,0.9536,90
C0197,73.313,4.977,0.199,0.9905,100
C0198,70.77,5.025,0.1989,0.9995,10
C0198,69.89,5.032,0.197,0.9912,20
C0198,70.635,5.013,0.1943,0.9741,30
C0198,70.461,5.024,0.1969,0.989,40
C0198,70.583,5.019,0.1979,0.9931,50
C0198,70.888,5.04,0.205,1.0331,60
C0198,69.88,5.037,0.1949,0.9817,70
C0198,69.505,5.001,0.2054,1.0271,80
C0198,69.531,5.023,0.195,0.9798,90
C0198,70.466,5.021,0.1935,0.9714,100
C0199,67.874,5.031,0.2119,1.0662,10
C0199,69.165,5.046,0.2117,1.068,20
C0199,69.216,5.065,0.2131,1.0794,30
C0199,70.329,5.041,0.2113,1.0652,40
C0199,68.837,5.036,0.209,1.0526,50
C0199,68.751,5.031,0.2147,1.0803,60
C0199,70.365,5.031,0.2154,1.0836,70
C0199,68.293,5.046,0.2067,1.0428,80
C0199,69.748,5.035,0.2131,1.0727,90
C0199,69.089,5.023,0.2085,1.0474,100
C0200,78.116,5.126,0.2386,1.2231,10
C0200,78.457,5.132,0.2386,1.2246,20
C0200,82.375,5.174,0.2491,1.2889,30
C0200,85.93,5.184,0.2552,1.323,40
C0200,88.445,5.196,0.2685,1.3948,50
C0200,87.389,5.203,0.2764,1.4381,60
C0200,89.645,5.236,0.2831,1.4823,70
C0200,90.113,5.238,0.3007,1.5751,80
C0200,93.23,5.249,0.3092,1.6232,90
C0200,94.003,5.281,0.3192,1.6859,100
C0201,69.195,4.931,0.2003,0.9875,10
C0201,69.737,4.934,0.1977,0.9755,20
C0201,69.142,4.939,0.2024,0.9994,30
